105	Sin personal a cargo	4. Operadores	EMPRESA CONTRATISTA MINERA	MINA	AESA								3	3	2	2	1	2	2	2	1	5	5	5	3	5	5	2	3	2	3	3	3	3	5	3	3	2	3	3	5	5				
106	Sin personal a cargo	4. Operadores	EMPRESA CONTRATISTA MINERA	MINA	AESA								1	2	3	2	2	2	3	5	3	5	5	5	5	5	5	3	5	4	4	4	5	5	3	4	5	5	5	5	5	5				
107	Sin personal a cargo	4. Operadores	EMPRESA CONTRATISTA MINERA	MINA	AESA								1	2	2	1	5	5	4	4	1	5	5	5	2	5	3	2	1	3	5	1	1	5	5	5	5	3	3	5	5	5				
108	Sin personal a cargo	4. Operadores	EMPRESA CONTRATISTA MINERA	MINA	AESA								3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	2	1	2	3	3	4	2	2	1	3	4	4				
109	Sin personal a cargo	4. Operadores	EMPRESA CONTRATISTA MINERA	MINA	AESA								1	2	2	3	3	3	3	2	5	3	5	5	2	5	4	2	4	2	4	2	4	4	4	4	3	3	4	3	1	1				
110	Sin personal a cargo	4. Operadores	EMPRESA CONTRATISTA MINERA	MINA	AESA								2	3	2	1	2	2	3	3	3	2	3	5	2	4	3	3	3	3	4	1	1	3	3	3	2	3	3	2	5	5				
111	Sin personal a cargo	4. Operadores	EMPRESA CONTRATISTA MINERA	MINA	AESA								3	4	4	2	2	2	2	3	2	5	4	3	3	5	4	3	3	2	4	2	2	2	4	5	2	2	4	2	4	4				
112	Sin personal a cargo	4. Operadores	EMPRESA CONTRATISTA MINERA	MINA	AESA								2	3	3	2	2	3	3	3	3	2	2	4	3	4	3	4	3	3	4	3	4	3	1	3	2	4	2	2	4	4				
113	Sin personal a cargo	4. Operadores	EMPRESA CONTRATISTA MINERA	MINA	AESA								4	5	5	5	3	5	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5				
114	Sin personal a cargo	4. Operadores	EMPRESA CONTRATISTA MINERA	MINA	AESA								4	4	5	4	5	4	4	4	4	5	5	5	5	5	5	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5				
115	Sin personal a cargo	4. Operadores	EMPRESA CONTRATISTA MINERA	MINA	AESA								2	2	5	3	4	3	4	4	4	5	5	5	4	5	5	4	4	4	5	3	4	4	5	4	5	5	4	5	5	5				
116	Sin personal a cargo	4. Operadores	EMPRESA CONTRATISTA MINERA	MINA	AESA								2	3	2	3	2	3	3	2	2	2	3	5	5	5	5	5	2	3	5	3	5	5	4	3	5	5	5	5	5	5				
117	Sin personal a cargo	4. Operadores	EMPRESA CONTRATISTA MINERA	MINA	AESA								5	4	4	4	5	5	5	4	4	5	5	4	5	4	4	4	5	4	4	4	3	2	2	2	3	3	3	3	5	5				
118	Con personal a cargo	2. Supervisores	EMPRESA CONTRATISTA MINERA	MINA	AESA								4	3	4	4	4	3	3	4	3	4	4	5	3	4	3	4	5	4	3	3	3	3	4	4	4	3	3	3	3	3				
119	Sin personal a cargo	4. Operadores	EMPRESA CONTRATISTA MINERA	MINA	AESA								2	4	2	3	3	3	3	3	2	4	5	5	5	3	3	5	3	4	3	3	3	3	4	3	3	4	3	3	5	5				
120	Sin personal a cargo	4. Operadores	EMPRESA CONTRATISTA MINERA	MINA	AESA								1	4	4	4	4	5	3	2	4	5	4	5	5	5	5	5	5	4	5	1	3	2	4	5	5	1	1	3	5	5				
